TxFinish,Amount,Type,Service,Category
2023-10-01 22:04:23,500,Deposit,Airtel Internet,Internet
2023-10-01 22:11:22,253950,Deposit,URA,Taxes
2023-10-01 22:12:26,500,Deposit,MTN Mobile Internet,Internet
2023-10-01 22:13:19,1000,Deposit,MTN Mobile Internet,Internet
2023-10-01 22:56:53,102000,Deposit,UMEME Yaka,Utilities
2023-10-02 07:24:57,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 07:26:28,2000,Deposit,MTN Mobile Internet,Internet
2023-10-02 07:29:55,55000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 07:32:05,1000,Deposit,MTN Uganda,Airtime
2023-10-02 07:44:51,70000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 07:52:42,14000,Withdraw,Airtel Money,Mobile Money
2023-10-02 07:55:51,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 07:56:41,500,Deposit,MTN Uganda,Airtime
2023-10-02 07:57:29,1000,Deposit,Airtel Money,Mobile Money
2023-10-02 08:12:39,1000,Deposit,Airtel Internet,Internet
2023-10-02 08:13:58,10000,Withdraw,Airtel Money,Mobile Money
2023-10-02 08:15:14,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 08:16:36,11000,Deposit,Airtel Money,Mobile Money
2023-10-02 08:23:28,1000,Deposit,Airtel Internet,Internet
2023-10-02 08:33:50,105650,Deposit,Tugende,Loans
2023-10-02 08:35:45,490000,Withdraw,Airtel Money,Mobile Money
2023-10-02 08:39:50,400000,Deposit,Airtel Money,Mobile Money
2023-10-02 08:44:49,27000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 08:47:48,15000,Deposit,Airtel Money,Mobile Money
2023-10-02 08:55:09,4000,Deposit,Airtel Uganda,Airtime
2023-10-02 08:59:26,104000,Deposit,Airtel Money,Mobile Money
2023-10-02 09:00:24,1000,Deposit,Airtel Internet,Internet
2023-10-02 09:02:16,500,Deposit,MTN Mobile Internet,Internet
2023-10-02 09:03:34,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 09:04:19,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 09:18:13,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 09:20:33,50000,Deposit,Airtel Money,Mobile Money
2023-10-02 09:21:40,5000,Deposit,Airtel Money,Mobile Money
2023-10-02 09:22:53,1000,Deposit,Airtel Internet,Internet
2023-10-02 09:27:50,2000,Deposit,MTN Uganda,Airtime
2023-10-02 09:28:34,1000,Deposit,Airtel Internet,Internet
2023-10-02 09:33:01,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 09:38:56,3000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 09:41:26,1000,Deposit,Airtel Internet,Internet
2023-10-02 09:42:42,1000,Deposit,Airtel Internet,Internet
2023-10-02 09:43:53,6000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 09:45:13,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 09:48:59,13000,Withdraw,Airtel Money,Mobile Money
2023-10-02 09:49:41,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 09:51:54,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 09:59:14,30000,Deposit,Airtel Money,Mobile Money
2023-10-02 10:00:01,22000,Deposit,Airtel Money,Mobile Money
2023-10-02 10:02:46,9500,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 10:24:35,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 10:30:01,1000,Deposit,Airtel Internet,Internet
2023-10-02 10:35:04,253950,Deposit,URA,Taxes
2023-10-02 10:35:54,20000,Withdraw,Airtel Money,Mobile Money
2023-10-02 10:36:51,5000,Deposit,Airtel Internet,Internet
2023-10-02 10:37:56,4500,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 10:39:14,8000,Withdraw,Airtel Money,Mobile Money
2023-10-02 10:43:31,1000,Deposit,Airtel Money,Mobile Money
2023-10-02 10:44:41,100000,Withdraw,Airtel Money,Mobile Money
2023-10-02 10:50:37,1000,Deposit,Airtel Internet,Internet
2023-10-02 10:56:12,60000,Deposit,Airtel Money,Mobile Money
2023-10-02 11:03:20,1000,Deposit,Airtel Internet,Internet
2023-10-02 11:04:18,12000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 11:05:01,1500,Deposit,Airtel Uganda,Airtime
2023-10-02 11:06:14,1000,Deposit,Airtel Internet,Internet
2023-10-02 11:08:48,9450,Deposit,MOGO,Loans
2023-10-02 11:11:21,60000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 11:18:11,20000,Withdraw,Airtel Money,Mobile Money
2023-10-02 11:19:18,1000,Deposit,Airtel Internet,Internet
2023-10-02 11:21:50,2000,Deposit,Airtel Internet,Internet
2023-10-02 11:23:17,30000,Deposit,UMEME Yaka,Utilities
2023-10-02 11:24:43,20000,Deposit,UMEME Yaka,Utilities
2023-10-02 11:25:37,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 11:30:24,1000,Deposit,Airtel Internet,Internet
2023-10-02 11:38:50,1000,Deposit,Airtel Internet,Internet
2023-10-02 11:42:50,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 11:43:56,20000,Deposit,UMEME Yaka,Utilities
2023-10-02 11:44:41,2000,Deposit,Airtel Money,Mobile Money
2023-10-02 11:46:13,1000,Deposit,Airtel Money,Mobile Money
2023-10-02 11:49:24,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 11:56:25,49000,Withdraw,Airtel Money,Mobile Money
2023-10-02 11:57:51,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 11:58:27,500,Deposit,MTN Uganda,Airtime
2023-10-02 11:59:46,1000,Deposit,Airtel Internet,Internet
2023-10-02 12:07:33,2000,Deposit,Airtel Uganda,Airtime
2023-10-02 12:08:36,1000,Deposit,Airtel Internet,Internet
2023-10-02 12:18:11,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 12:39:27,500,Deposit,Airtel Uganda,Airtime
2023-10-02 12:41:36,270000,Withdraw,Airtel Money,Mobile Money
2023-10-02 12:45:42,105000,Deposit,Airtel Money,Mobile Money
2023-10-02 12:49:05,3500,Deposit,Airtel Internet,Internet
2023-10-02 12:50:03,500,Deposit,Airtel Uganda,Airtime
2023-10-02 12:50:34,1000,Deposit,Airtel Internet,Internet
2023-10-02 12:51:40,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 13:16:22,1190,Deposit,URA,Taxes
2023-10-02 13:17:27,5000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 13:25:32,50000,Deposit,Lycamobile,Airtime
2023-10-02 13:29:58,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 13:32:51,1500,Deposit,Lycamobile,Airtime
2023-10-02 13:37:33,13000,Deposit,Airtel Money,Mobile Money
2023-10-02 13:45:02,1000000,Withdraw,Airtel Money,Mobile Money
2023-10-02 13:46:18,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 13:46:47,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 13:48:55,640000,Withdraw,Airtel Money,Mobile Money
2023-10-02 13:49:46,1500,Deposit,Lycamobile,Airtime
2023-10-02 13:53:10,2000,Deposit,MTN Uganda,Airtime
2023-10-02 13:58:00,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 14:00:33,30000,Withdraw,Airtel Money,Mobile Money
2023-10-02 14:11:48,50000,Deposit,MTN Mobile Internet,Internet
2023-10-02 14:14:05,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 14:17:37,5000,Deposit,Airtel Money,Mobile Money
2023-10-02 14:19:11,1000,Deposit,Airtel Internet,Internet
2023-10-02 14:23:20,1000,Deposit,MTN Uganda,Airtime
2023-10-02 14:37:10,500,Deposit,MTN Uganda,Airtime
2023-10-02 14:38:53,10000,Deposit,Airtel Money,Mobile Money
2023-10-02 14:40:32,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 14:46:32,61000,Withdraw,Airtel Money,Mobile Money
2023-10-02 14:48:26,500,Deposit,MTN Mobile Internet,Internet
2023-10-02 14:55:17,1000,Deposit,MTN Uganda,Airtime
2023-10-02 14:57:59,5000,Deposit,Airtel Uganda,Airtime
2023-10-02 14:59:34,9000,Withdraw,Airtel Money,Mobile Money
2023-10-02 15:00:35,1000,Deposit,Airtel Money,Mobile Money
2023-10-02 15:06:22,20000,Withdraw,Airtel Money,Mobile Money
2023-10-02 15:08:20,2000,Deposit,MTN Uganda,Airtime
2023-10-02 15:09:52,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 15:15:22,35000,Deposit,UMEME Yaka,Utilities
2023-10-02 15:17:15,15000,Deposit,Lycamobile,Airtime
2023-10-02 15:18:20,5000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 15:28:04,40000,Deposit,UMEME Yaka,Utilities
2023-10-02 15:29:46,40000,Deposit,UMEME Yaka,Utilities
2023-10-02 15:31:47,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 15:32:21,3000,Deposit,MTN Uganda,Airtime
2023-10-02 15:49:29,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 15:50:27,25000,Deposit,Airtel Money,Mobile Money
2023-10-02 15:51:20,5000,Deposit,Airtel Uganda,Airtime
2023-10-02 16:08:50,23000,Withdraw,Airtel Money,Mobile Money
2023-10-02 16:13:34,2000,Deposit,Airtel Internet,Internet
2023-10-02 16:16:50,172000,Withdraw,Airtel Money,Mobile Money
2023-10-02 16:29:03,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 16:31:44,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 16:34:30,50000,Deposit,UMEME Yaka,Utilities
2023-10-02 16:40:06,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 16:41:08,2000,Deposit,Airtel Internet,Internet
2023-10-02 16:47:01,7500,Deposit,Airtel Money,Mobile Money
2023-10-02 16:47:57,10000,Deposit,Airtel Money,Mobile Money
2023-10-02 16:49:08,1000,Deposit,Airtel Internet,Internet
2023-10-02 16:57:28,20000,Deposit,UMEME Yaka,Utilities
2023-10-02 16:59:41,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 17:00:42,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 17:02:36,220000,Deposit,Airtel Money,Mobile Money
2023-10-02 17:04:16,73000,Withdraw,Airtel Money,Mobile Money
2023-10-02 17:05:57,2000,Deposit,Airtel Internet,Internet
2023-10-02 17:07:20,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 17:09:23,41500,Deposit,Airtel Money,Mobile Money
2023-10-02 17:15:05,30000,Withdraw,Airtel Money,Mobile Money
2023-10-02 17:15:55,108000,Withdraw,Airtel Money,Mobile Money
2023-10-02 17:23:54,500,Deposit,Airtel Internet,Internet
2023-10-02 17:30:18,30000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 17:33:54,77650,Deposit,Tugende,Loans
2023-10-02 17:35:45,500,Deposit,MTN Mobile Internet,Internet
2023-10-02 17:36:39,2000,Deposit,Airtel Internet,Internet
2023-10-02 17:37:52,5000,Deposit,MTN Mobile Internet,Internet
2023-10-02 17:38:27,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 17:39:09,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 17:40:37,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 17:44:27,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 17:45:46,28000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 17:47:35,2000,Deposit,Airtel Internet,Internet
2023-10-02 17:48:53,2000,Deposit,Airtel Uganda,Airtime
2023-10-02 17:50:34,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 17:58:41,94000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:01:52,5000,Deposit,MTN Mobile Internet,Internet
2023-10-02 18:03:13,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 18:06:57,1000,Deposit,Airtel Money,Mobile Money
2023-10-02 18:10:44,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 18:13:14,97500,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 18:14:22,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 18:16:07,100600,Deposit,MOGO,Loans
2023-10-02 18:20:54,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 18:23:06,280000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:24:28,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 18:25:29,15000,Deposit,Lycamobile,Airtime
2023-10-02 18:27:39,11000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:28:55,45000,Withdraw,Airtel Money,Mobile Money
2023-10-02 18:30:36,15000,Deposit,Airtel Money,Mobile Money
2023-10-02 18:35:38,6500,Withdraw,Airtel Money,Mobile Money
2023-10-02 18:36:36,6500,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:37:38,70000,Deposit,Airtel Money,Mobile Money
2023-10-02 18:40:27,1500,Deposit,StarTimes TV,TV
2023-10-02 18:41:19,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:43:58,1000,Deposit,Airtel Internet,Internet
2023-10-02 18:44:57,1000,Deposit,MTN Uganda,Airtime
2023-10-02 18:46:14,21450,Deposit,MOGO,Loans
2023-10-02 18:47:57,15000,Deposit,Lycamobile,Airtime
2023-10-02 18:48:51,51000,Deposit,Airtel Money,Mobile Money
2023-10-02 18:49:53,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 18:50:41,4000,Deposit,MTN Uganda,Airtime
2023-10-02 18:51:43,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 18:52:41,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 18:53:28,41000,Deposit,Airtel Money,Mobile Money
2023-10-02 18:54:20,1500,Deposit,StarTimes TV,TV
2023-10-02 19:06:08,5000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 19:07:15,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 19:08:14,3000,Deposit,Airtel Money,Mobile Money
2023-10-02 19:10:37,150000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:13:32,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:20:53,33300,Deposit,National Water,Utilities
2023-10-02 19:22:54,15000,Deposit,Lycamobile,Airtime
2023-10-02 19:23:45,1000,Deposit,Airtel Internet,Internet
2023-10-02 19:24:37,4300,Deposit,StarTimes TV,TV
2023-10-02 19:25:45,1000,Deposit,Airtel Internet,Internet
2023-10-02 19:26:36,14400,Deposit,StarTimes TV,TV
2023-10-02 19:27:25,5000,Deposit,Airtel Internet,Internet
2023-10-02 19:28:39,80650,Deposit,Tugende,Loans
2023-10-02 19:30:11,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:31:44,21000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:33:03,4300,Deposit,StarTimes TV,TV
2023-10-02 19:34:19,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:35:45,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 19:36:52,110000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 19:38:36,10000,Deposit,Airtel Money,Mobile Money
2023-10-02 19:40:46,68900,Deposit,National Water,Utilities
2023-10-02 19:42:11,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 19:43:27,10000,Withdraw,Airtel Money,Mobile Money
2023-10-02 19:44:25,2000,Deposit,Airtel Money,Mobile Money
2023-10-02 19:46:19,80000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 19:50:02,15000,Deposit,Lycamobile,Airtime
2023-10-02 19:50:50,5000,Deposit,Airtel Money,Mobile Money
2023-10-02 19:55:35,15000,Deposit,Lycamobile,Airtime
2023-10-02 19:56:33,52000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 19:57:41,228000,Withdraw,Airtel Money,Mobile Money
2023-10-02 19:58:51,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 19:59:51,15000,Deposit,Lycamobile,Airtime
2023-10-02 20:01:24,23000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 20:02:31,8000,Deposit,Airtel Money,Mobile Money
2023-10-02 20:03:35,1000,Deposit,Airtel Internet,Internet
2023-10-02 20:05:06,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 20:06:08,2000,Deposit,Airtel Internet,Internet
2023-10-02 20:07:25,3000,Deposit,MTN Uganda,Airtime
2023-10-02 20:08:45,14400,Deposit,StarTimes TV,TV
2023-10-02 20:09:54,215000,Withdraw,Airtel Money,Mobile Money
2023-10-02 20:11:13,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:12:04,15000,Deposit,Lycamobile,Airtime
2023-10-02 20:14:50,2000,Deposit,MTN Uganda,Airtime
2023-10-02 20:16:33,7500,Deposit,Airtel Internet,Internet
2023-10-02 20:18:38,32000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:20:18,15000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:21:42,5000,Deposit,Airtel Internet,Internet
2023-10-02 20:22:56,100000,Deposit,Airtel Money,Mobile Money
2023-10-02 20:24:53,500,Deposit,MTN Mobile Internet,Internet
2023-10-02 20:27:14,1000,Deposit,Airtel Internet,Internet
2023-10-02 20:28:48,12000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:30:05,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 20:35:05,24000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 20:36:53,5000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:38:46,5000,Withdraw,Airtel Money,Mobile Money
2023-10-02 20:40:48,3000,Deposit,Airtel Uganda,Airtime
2023-10-02 20:42:54,4300,Deposit,StarTimes TV,TV
2023-10-02 20:44:07,110000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:46:25,4300,Deposit,StarTimes TV,TV
2023-10-02 20:47:22,50000,Deposit,UMEME Yaka,Utilities
2023-10-02 20:52:04,142000,Deposit,Airtel Money,Mobile Money
2023-10-02 20:53:45,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 20:55:08,50000,Deposit,UMEME Yaka,Utilities
2023-10-02 21:01:13,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 21:02:34,20000,Deposit,Airtel Money,Mobile Money
2023-10-02 21:03:38,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:04:44,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:09:39,2000,Deposit,MTN Uganda,Airtime
2023-10-02 21:13:10,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:15:07,32000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 21:17:14,15000,Deposit,Lycamobile,Airtime
2023-10-02 21:18:30,49000,Withdraw,Airtel Money,Mobile Money
2023-10-02 21:19:58,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:20:38,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 21:21:37,105000,Deposit,Airtel Money,Mobile Money
2023-10-02 21:22:44,400000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 21:24:00,18000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 21:24:56,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:26:14,25000,Deposit,UMEME Yaka,Utilities
2023-10-02 21:29:42,19000,Withdraw,Airtel Money,Mobile Money
2023-10-02 21:30:44,1000,Deposit,Airtel Uganda,Airtime
2023-10-02 21:35:43,1000,Deposit,Airtel Internet,Internet
2023-10-02 21:37:35,500000,Withdraw,Airtel Money,Mobile Money
2023-10-02 21:40:29,3000,Deposit,MTN Uganda,Airtime
2023-10-02 21:41:19,350000,Withdraw,Airtel Money,Mobile Money
2023-10-02 21:43:26,27000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 21:45:27,250000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 21:47:01,230000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-02 21:51:20,1000,Deposit,MTN Uganda,Airtime
2023-10-02 21:52:28,253950,Deposit,URA,Taxes
2023-10-02 21:53:36,253950,Deposit,URA,Taxes
2023-10-02 21:54:46,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 21:57:05,2000,Deposit,MTN Mobile Internet,Internet
2023-10-02 22:00:16,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 22:01:07,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 22:02:03,1000,Deposit,MTN Mobile Internet,Internet
2023-10-02 22:03:16,35000,Deposit,UMEME Yaka,Utilities
2023-10-02 22:04:20,15000,Withdraw,Airtel Money,Mobile Money
2023-10-02 22:05:14,15000,Deposit,Lycamobile,Airtime
2023-10-02 22:06:58,123500,Deposit,SIMBATV,Internet
2023-10-02 22:08:16,10000,Deposit,UMEME Yaka,Utilities
2023-10-02 22:09:12,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-02 22:10:24,73650,Deposit,Tugende,Loans
2023-10-02 22:19:28,75650,Deposit,Tugende,Loans
2023-10-02 22:20:23,1000,Deposit,MTN Uganda,Airtime
2023-10-03 07:53:26,5000,Deposit,UMEME Yaka,Utilities
2023-10-03 07:55:01,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 08:09:29,1000,Deposit,Airtel Internet,Internet
2023-10-03 08:10:32,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 08:11:33,48000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 08:13:32,7000,Deposit,UMEME Yaka,Utilities
2023-10-03 08:14:53,5000,Deposit,UMEME Yaka,Utilities
2023-10-03 08:16:04,5000,Deposit,UMEME Yaka,Utilities
2023-10-03 08:19:48,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 08:29:52,9000,Withdraw,Airtel Money,Mobile Money
2023-10-03 08:33:08,12000,Deposit,Zuku TV,Internet
2023-10-03 08:40:31,1000,Deposit,MTN Mobile Internet,Internet
2023-10-03 08:51:59,50000,Deposit,Airtel Money,Mobile Money
2023-10-03 08:52:39,1000,Deposit,Airtel Internet,Internet
2023-10-03 08:53:16,30000,Deposit,Airtel Money,Mobile Money
2023-10-03 08:55:48,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 08:57:56,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 08:59:39,1000,Deposit,Airtel Internet,Internet
2023-10-03 09:06:10,1000,Deposit,Airtel Internet,Internet
2023-10-03 09:07:04,105000,Withdraw,Airtel Money,Mobile Money
2023-10-03 09:08:24,1000,Deposit,Airtel Internet,Internet
2023-10-03 09:18:55,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 09:19:47,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 09:20:50,1000,Deposit,Airtel Internet,Internet
2023-10-03 09:23:19,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 09:25:16,500,Deposit,Airtel Internet,Internet
2023-10-03 09:32:08,1000,Deposit,Airtel Internet,Internet
2023-10-03 09:46:23,10000,Deposit,UMEME Yaka,Utilities
2023-10-03 10:01:34,76650,Deposit,Tugende,Loans
2023-10-03 10:03:25,1000,Deposit,Airtel Money,Mobile Money
2023-10-03 10:04:07,10000,Deposit,UMEME Yaka,Utilities
2023-10-03 10:10:28,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 10:15:14,32000,Deposit,Airtel Money,Mobile Money
2023-10-03 10:18:27,10000,Withdraw,Airtel Money,Mobile Money
2023-10-03 10:20:06,1000,Deposit,MTN Mobile Internet,Internet
2023-10-03 10:23:53,300000,Deposit,Airtel Money,Mobile Money
2023-10-03 10:25:43,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 10:29:23,500,Deposit,Airtel Internet,Internet
2023-10-03 10:33:06,110000,Deposit,Airtel Money,Mobile Money
2023-10-03 10:34:32,1000,Deposit,Airtel Internet,Internet
2023-10-03 10:39:15,5000,Deposit,UMEME Yaka,Utilities
2023-10-03 10:41:04,2000,Deposit,Airtel Money,Mobile Money
2023-10-03 10:49:57,2000,Deposit,Airtel Uganda,Airtime
2023-10-03 10:54:16,1690,Deposit,URA,Taxes
2023-10-03 10:56:04,1000,Deposit,Airtel Uganda,Airtime
2023-10-03 11:02:24,1000,Deposit,Airtel Internet,Internet
2023-10-03 11:09:16,1000,Deposit,Airtel Internet,Internet
2023-10-03 11:19:16,22000,Withdraw,Airtel Money,Mobile Money
2023-10-03 11:26:01,1000,Deposit,Airtel Internet,Internet
2023-10-03 11:26:53,1000,Deposit,Airtel Internet,Internet
2023-10-03 11:29:28,11000,Deposit,Airtel Money,Mobile Money
2023-10-03 11:30:56,12000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 11:42:23,80000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 11:43:59,150000,Deposit,Airtel Money,Mobile Money
2023-10-03 11:44:45,100000,Withdraw,Airtel Money,Mobile Money
2023-10-03 11:47:08,10000,Withdraw,Airtel Money,Mobile Money
2023-10-03 11:50:21,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 11:53:32,4000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 11:59:56,19000,Deposit,Airtel Money,Mobile Money
2023-10-03 12:04:38,1000,Deposit,Airtel Internet,Internet
2023-10-03 12:14:19,30000,Deposit,Lycamobile,Airtime
2023-10-03 12:15:08,1000,Deposit,MTN Uganda,Airtime
2023-10-03 12:22:59,15000,Deposit,UMEME Yaka,Utilities
2023-10-03 12:26:48,41900,Deposit,National Water,Utilities
2023-10-03 12:30:01,27000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 12:31:17,1500,Deposit,Lycamobile,Airtime
2023-10-03 12:34:04,2000,Deposit,MTN Uganda,Airtime
2023-10-03 12:35:42,5000,Deposit,UMEME Yaka,Utilities
2023-10-03 12:42:48,11000,Deposit,Airtel Money,Mobile Money
2023-10-03 12:43:39,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-03 12:49:11,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-03 13:03:48,40000,Withdraw,Airtel Money,Mobile Money
2023-10-03 13:06:41,80000,Withdraw,Airtel Money,Mobile Money
2023-10-03 13:08:15,1000,Deposit,Airtel Internet,Internet
2023-10-03 13:19:00,25000,Withdraw,Airtel Money,Mobile Money
